Sr No,Image File,Caption
16909,img/insta16909,
16910,img/insta16910,
16911,img/insta16911,Bieber 
16912,img/insta16912,
16913,img/insta16913,
16914,img/insta16914,Spread your wings 
16915,img/insta16915,Cutie.. 
16916,img/insta16916,Great show. Getting better for tomorrow's show !!!! Love u 
16917,img/insta16917,Me and OG Moshe 
16918,img/insta16918,I miss u . tear* 
16919,img/insta16919,Picnic 
16920,img/insta16920,My angel 
16921,img/insta16921,Me and 
16922,img/insta16922,
16923,img/insta16923,
16924,img/insta16924,
16925,img/insta16925,Stuck on the damn highway 
16926,img/insta16926,Crazy faceee 
16927,img/insta16927,Swggy 
16928,img/insta16928,
16929,img/insta16929,
16930,img/insta16930,You can't touch me 
16931,img/insta16931,All black everything except my phone and everything else In the pic thats not black 
16932,img/insta16932,"""If I could take take away the pain and put a smile on your face, baby I would, baby I would"" - me "
16933,img/insta16933,"""Justin ew why are you wearing a bandana"" Me : ""don't ask questions"" "
16934,img/insta16934,Took this on my Iphone 5 the front camera is definitely clearer 
16935,img/insta16935,My Lil bro is a true Bieber haha 
16936,img/insta16936,
16937,img/insta16937,Im playing hide and go seek 
16938,img/insta16938,
16939,img/insta16939,
16940,img/insta16940,No pain 
16941,img/insta16941,Almost 
16942,img/insta16942,
16943,img/insta16943,Don't play 
16944,img/insta16944,
16945,img/insta16945,and the newest edition 
16946,img/insta16946,
16947,img/insta16947,. 
16948,img/insta16948,Fanpic 
16949,img/insta16949,This is why I love u. When I'm sick u cheer me up thanks for the nice words 
16950,img/insta16950,Sick 
16951,img/insta16951,My clothes rack 
16952,img/insta16952,Wow my eyes look too tired !!.. Night 
16953,img/insta16953,On the roof 
16954,img/insta16954,Stash life 
16955,img/insta16955,Wow fun night 
16956,img/insta16956,My Brazilian beats. Love u brazil! 
16957,img/insta16957,Scarybiebs 
16958,img/insta16958,I'm soo happy.. Cuz in 5 min I'm performing for 500 lucky winners love u guys!! 
16959,img/insta16959,Loo how many people showed up for my show lol Jk 
16960,img/insta16960,Airport. On da way to Germany 
16961,img/insta16961,Pray for avalanna 
16962,img/insta16962,Love u 
16963,img/insta16963,
16964,img/insta16964,Should I? :p 
16965,img/insta16965,I met my biggest fan 
16966,img/insta16966,Freddooooooooooo I love u 
16967,img/insta16967,This is a meal of a champion 
16968,img/insta16968,
16969,img/insta16969,Hello 
16970,img/insta16970,Jazzy and jaxon growing up so quick!!! 
16971,img/insta16971,
16972,img/insta16972,Inside the BIG van 
16973,img/insta16973,Our cooking extravaganza 
16974,img/insta16974,. 
16975,img/insta16975,Can't wait to perform for all of my lovely ladies on tour 
16976,img/insta16976,Crown 
16977,img/insta16977,Stay in my backpack forever 
16978,img/insta16978,I love lamp 
16979,img/insta16979,Lovin the crew 
16980,img/insta16980,Mornin fredo 
16981,img/insta16981,Believe 
16982,img/insta16982,Swag 
16983,img/insta16983,New chain 
16984,img/insta16984,Uh oh swagtime 
16985,img/insta16985,Good morning 
16986,img/insta16986,Swag 
16987,img/insta16987,Bro sis love 
16988,img/insta16988,Itookthis 
16989,img/insta16989,:) 
16990,img/insta16990,The homies 
16991,img/insta16991,Miss u too Jaxo 
16992,img/insta16992,I miss u 
16993,img/insta16993,The reason I live 
16994,img/insta16994,I can't see 
16995,img/insta16995,U know ur a g when u got wood jewelry 
16996,img/insta16996,
16997,img/insta16997,
16998,img/insta16998,Bieber hair kinda back 
16999,img/insta16999,I'm just reflecting 
17000,img/insta17000,
17001,img/insta17001,Wave goodbye to Cali 
17002,img/insta17002,
17003,img/insta17003,.. 
17004,img/insta17004,Writing hits 
17005,img/insta17005,Bestpictureevertakenonaniphoneswag 
17006,img/insta17006,I'm gonna follow 1 fan each day for a week 
17007,img/insta17007,
17008,img/insta17008,I rep my team.. 
17009,img/insta17009,
17010,img/insta17010,Road trip 
17011,img/insta17011,Road trip 
17012,img/insta17012,follow me I got lower than u 
17013,img/insta17013,2 brothers 
17014,img/insta17014,What if I want to dig for worms 
17015,img/insta17015,Let's do this 
17016,img/insta17016,Mess with me in temple run 
17017,img/insta17017,Me and supra swag 
17018,img/insta17018,His name is Rick 
17019,img/insta17019,Now I know g4 pilots on a first name basis 
17020,img/insta17020,God made this 
17021,img/insta17021,
17022,img/insta17022,Not a game 
17023,img/insta17023,That's why they call him money Mayweather 
17024,img/insta17024,The matrix 
17025,img/insta17025,All alone 
17026,img/insta17026,Angelic O.J 
17027,img/insta17027,Was in the O.C lookin for Seth and Summer. Turns out it was all a bunch of bs 
17028,img/insta17028,"Hi kids. Don't be scared, Im a nice bear "
17029,img/insta17029,On the road again 
17030,img/insta17030,Dad rockin a 
17031,img/insta17031,What is it buddy 
17032,img/insta17032,Brothers 
17033,img/insta17033,Chillin with the homeys 
17034,img/insta17034,Keep it clean haha 
17035,img/insta17035,Proud to be 
17036,img/insta17036,No way jose 
17037,img/insta17037,
17038,img/insta17038,Watching the raptors 
17039,img/insta17039,Sunset 
17040,img/insta17040,
17041,img/insta17041,Best boxer of all time . Period 
17042,img/insta17042,
17043,img/insta17043,Merry christmas from the family :) 
17044,img/insta17044,"Is it ur death wish? ""chocolate droppa"" "
17045,img/insta17045,Me and the rugrats 
17046,img/insta17046,Whats this guy doing learning? 
17047,img/insta17047,Should probly get to those 
17048,img/insta17048,Ask me if I care? 
17049,img/insta17049,My friend Timmy brought some gifts 
17050,img/insta17050,In santas workshop doing stuff 
17051,img/insta17051,Who does that 
17052,img/insta17052,Chillin with the boys and 
17053,img/insta17053,Finally we got people tryna be 
17054,img/insta17054,I met the old justin today. He was a real prick 
17055,img/insta17055,u ever go night night? 
17056,img/insta17056,Looks like Lil wayne liked our 
17057,img/insta17057,Does this kid really think he can jack our swaghats and get away without consequences ? Nope 
17058,img/insta17058,is so happy for the holidays are u? 
17059,img/insta17059,My shoe game is out of control (smilebieberlove) twitter 
17060,img/insta17060,Haven't changed one bit 
17061,img/insta17061,Credit: 
17062,img/insta17062,Me on steroids 
17063,img/insta17063,Always watching me 
17064,img/insta17064,
17065,img/insta17065,No fear 
17066,img/insta17066,Boys trip 
17067,img/insta17067,Bieber Lil b voice 
17068,img/insta17068,Be awesome 
17069,img/insta17069,Me and 
17070,img/insta17070,Me and 
17071,img/insta17071,Hahahahah real gs wear tight onzies 
17072,img/insta17072,This was when I had 
17073,img/insta17073,Look at my pet 
17074,img/insta17074,Ask me if I'm a vegetarian.......................... Nope 
17075,img/insta17075,Sadbieber 
17076,img/insta17076,Very sneaky sir 
17077,img/insta17077,Is it you're death wish? 
17078,img/insta17078,"Is it your death wish? ""chocolate droppa"" "
17079,img/insta17079,Fire 
17080,img/insta17080,Me and Jesus on the ice 
17081,img/insta17081,I got a lot of bread 
17082,img/insta17082,Just me and dr bear 
17083,img/insta17083,
17084,img/insta17084,Hola 
17085,img/insta17085,sup bro 
17086,img/insta17086,Real gs drop in 30 foot drops 
17087,img/insta17087,I love lamp 
17088,img/insta17088,Let's fill the whole popular page with my pics lol 
17089,img/insta17089,So I'm gonna instagram some of my favorite pics I've been taking 
17090,img/insta17090,Shawn white jr 
17091,img/insta17091,Flyer than the clouds 
17092,img/insta17092,Obey your parents 
17093,img/insta17093,Fast like Gordon and my jams like Jordan 
17094,img/insta17094,
17095,img/insta17095,Chillin with the homeys 
17096,img/insta17096,I love all of you guys so much!! area amazing 
17097,img/insta17097,Huge bubble 
17098,img/insta17098,Reach for the sky 
17099,img/insta17099,Mini me us 
17100,img/insta17100,Varsity jacket closest thing to high school 
17101,img/insta17101,Me and the homey 
17102,img/insta17102,Serious fAce 
17103,img/insta17103,Crazy eyes lol 
17104,img/insta17104,Hyfr 
17105,img/insta17105,
17106,img/insta17106,I stay strapped 
17107,img/insta17107,Legggo!!! 
17108,img/insta17108,Having a bad day 
17109,img/insta17109,Bye uk 
17110,img/insta17110,Who is this mystery man 
17111,img/insta17111,MY FANS ARE MY LIFE 
17112,img/insta17112,Overlooking London 
17113,img/insta17113,Early morning 
17114,img/insta17114,Flight to Germany 
17115,img/insta17115,Thank god above for my very own Christmas love 
17116,img/insta17116,Bieba's in Paris 
17117,img/insta17117,Hit the lights 
17118,img/insta17118,Paris bound 
17119,img/insta17119,L'arc de triomphe 
17120,img/insta17120,All black everything 
17121,img/insta17121,Swag hat 
17122,img/insta17122,New keychain 
17123,img/insta17123,Who's world? 
17124,img/insta17124,I'm the drummerboy so do it do it 
17125,img/insta17125,that new swag hat son 
17126,img/insta17126,Fun day in NYC 
17127,img/insta17127,Sup bigg 
17128,img/insta17128,Mobil studio 
17129,img/insta17129,Focus on what's real 
17130,img/insta17130,Today's a good day :) 
17131,img/insta17131,My life 
17132,img/insta17132,Blue sky's 
17133,img/insta17133,Taylor gang 
17134,img/insta17134,Goodnight la 
17135,img/insta17135,Blurry 
17136,img/insta17136,
17137,img/insta17137,I 
17138,img/insta17138,Swaggy nerd 
17139,img/insta17139,what a beast 
17140,img/insta17140,Miss basketball 
17141,img/insta17141,Ryan growing out the beard 
17142,img/insta17142,He's pissed 
17143,img/insta17143,Hockey game 
17144,img/insta17144,Big Jesus baby Jesus 
17145,img/insta17145,Me and Chuck Norris 
17146,img/insta17146,
17147,img/insta17147,
17148,img/insta17148,In and out burger.. They told me not to take pics but I'm a rebel 
17149,img/insta17149,The evil eye 
17150,img/insta17150,Paranormal activity 
17151,img/insta17151,Ozzy or Butsy 
17152,img/insta17152,Ryanbutler nice shades 
17153,img/insta17153,I'm gonna open one in LA and ATL 
17154,img/insta17154,Me and my besty watching a movie 
17155,img/insta17155,Nature is so neat lol 
17156,img/insta17156,Soooo happy 
17157,img/insta17157,Rolly Polly olly 
17158,img/insta17158,Now I'm lost tryna make it on my own i though I could never do this alone but now I'm walking by myself out in the middle if nowhere 
17159,img/insta17159,I found where I am on the globe 
17160,img/insta17160,Extras 
17161,img/insta17161,ExtrAs 
17162,img/insta17162,Extras 
17163,img/insta17163,Extras 
17164,img/insta17164,5/5 those were my 5 alfredo is posting his now 
17165,img/insta17165,4/5 
17166,img/insta17166,3/5 sad tree 
17167,img/insta17167,2/5 pic of contest 
17168,img/insta17168,Me and fredo are having a pic contest u vote be honest don't just vote for me 
17169,img/insta17169,A fan made this.! Thank u 
17170,img/insta17170,Hey u 
17171,img/insta17171,Rain rain go away please come back never 
17172,img/insta17172,I think I'm gonna go golfing today. 
17173,img/insta17173,Look what I just bought 
17174,img/insta17174,Scooterbraun or zoolander ?? 
17175,img/insta17175,Beautiful day in brazil 
17176,img/insta17176,She's unsatisfied 
17177,img/insta17177,Snacks on snacks on snacks 
17178,img/insta17178,Love u Mexico 
17179,img/insta17179,
17180,img/insta17180,Jazzy eating breakfast 
17181,img/insta17181,Porcheeeeeeeee 1958 
17182,img/insta17182,Me and my Lil sis at waffle house 
17183,img/insta17183,Family shopping 
17184,img/insta17184,
17185,img/insta17185,:) 
17186,img/insta17186,Football 
17187,img/insta17187,
17188,img/insta17188,My little bro and sis kiss. So sweet 
17189,img/insta17189,Congrats On ur last show !!! ;) 
17190,img/insta17190,Tryna be in thenext friday the 13th movie. 
17191,img/insta17191,!!!!!!! Swag 
17192,img/insta17192,"I feel the need.. The need for speed ""high five"" "
17193,img/insta17193,The crew 
17194,img/insta17194,3 musketeers 
17195,img/insta17195,2pacs back 
17196,img/insta17196,Chillin with 2pac 
17197,img/insta17197,Going swimming wit this friendly guy 
17198,img/insta17198,That way 
17199,img/insta17199,Going swimming with some beluga whales 
17200,img/insta17200,Climbing mountains 
17201,img/insta17201,Hollywood sign 
17202,img/insta17202,Me and ry good just livin 
17203,img/insta17203,I should be a photographer lol 
17204,img/insta17204,sleeping beauty 
17205,img/insta17205,My babbyyyy 
17206,img/insta17206,Beautiful day outside my friend 
17207,img/insta17207,
17208,img/insta17208,Chic fil a my friend 
17209,img/insta17209,Backflips my friend 
17210,img/insta17210,Backflips my friend 
17211,img/insta17211,Chaz eating edamame for the first time. 
17212,img/insta17212,is with me!!!!!!!! 
17213,img/insta17213,Scooters ginger ale comin soon 
17214,img/insta17214,Eating sushi with some caveman to my right 
17215,img/insta17215,Eye of the tiger babyyyyyyyyyyyyyy 
17216,img/insta17216,Checkout my boys company www.estovar.com 
17217,img/insta17217,City of Compton. Where u at dr dre lol 
17218,img/insta17218,Iceeeee 
17219,img/insta17219,
17220,img/insta17220,getting his first tat 
17221,img/insta17221,Riding out to Big Sean's album 
17222,img/insta17222,Work all night sleep all day. 
17223,img/insta17223,Rockin the high socks like an la kid. Now all I need to do is start sayin hella 
17224,img/insta17224,Me and getting our Harry potter and ozzy on 
17225,img/insta17225,Meet Louis. 
17226,img/insta17226,I got Kenneth to stand in the pinks line for me .. 
17227,img/insta17227,Let me get some watermelon with captain crunch on top 
17228,img/insta17228,Skinny pants and some vans 
17229,img/insta17229,Welcome to Miami 
17230,img/insta17230,Night.... 
17231,img/insta17231,Good lowdy woahdy 
17232,img/insta17232,
17233,img/insta17233,
17234,img/insta17234,Wait maybe it is. North pole here I come. If Santa asks me for a pic i gonna flip 
17235,img/insta17235,Is it me or do the clouds look like snow 
17236,img/insta17236,Higher than the clouds 
17237,img/insta17237,Swag swagg 
17238,img/insta17238,On a jet to nowhere 
17239,img/insta17239,Sleeping beauty 
17240,img/insta17240,Next album is gonna be insane 
17241,img/insta17241,"California, knows how to party. In the cityyyyyy of la "
17242,img/insta17242,
17243,img/insta17243,
17244,img/insta17244,This tree is my friend 
17245,img/insta17245,Be jealous 
17246,img/insta17246,Roadtrip 
17247,img/insta17247,Best show on tv 
17248,img/insta17248,I'm here for the food I swear 
17249,img/insta17249,Beautiful day in o 
17250,img/insta17250,At a dope concert 
17251,img/insta17251,Everyone meet Rodel. 
17252,img/insta17252,Why is this big table necessary for only two people?? 
17253,img/insta17253,Happy bday baby 
17254,img/insta17254,
17255,img/insta17255,🎶 I enjoy nights in Brixton 🎶 ...but especially when they’re like last night - you really know how to have a good time. Met and who are amazing. Got to tell she’s the melody queen of my musical heart. I got sprayed by champagne when people won & got to take another middle finger trophy home to the felines. Thanks for having me!! 🇬🇧🍾🥂 📷: 
17256,img/insta17256,"I’m proud to extend my partnership with Lucian Grainge and the Universal Music family by signing with Universal Music Publishing Group, and for the opportunity to work with Jody Gerson, the first woman to run a major music publishing company. Jody is an advocate for women’s empowerment and one of the most-respected and accomplished industry leaders. Troy Tomlinson has been an amazing part of my team for over half my life and a passionate torchbearer for songwriters. It’s an honor to get to work with such an incredible team, especially when it comes to my favorite thing in the world: songwriting. 🎶😄 & swipe photos to see one of my other fav things: a fluffy floofy cat. "
17257,img/insta17257,So it’s finally out! is on and I’m really excited for you to see it. I want to thank for her endless curiosity and for wanting to make this film. It’s pretty wild to be sharing this much of my life because it’s pretty scary to be vulnerable! (understatement of the century) But I’m also so grateful to the critics and journalists who have so thoughtfully watched and reflected on the film. 🙏🌯🐱🎒🎶 
17258,img/insta17258,☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much for this cover/interview and for taking these pics. Can’t wait for Jan 31 when comes out on ! 
17259,img/insta17259,Miss Americana 🎬 January 31 on 
17260,img/insta17260,Walked into the studio to a surprise birthday party from these two & - it’s equally wild and cozy to think it was the three of us in a room making a song called Lover here last year. ♥️ 
17261,img/insta17261,"Claws out, kitties. 🐈 "
17262,img/insta17262,I’m ecstatic to tell you that I’ll be headlining Glastonbury on its 50th anniversary - See you there! 💋 
17263,img/insta17263,"Honestly spending my 30th with the fans who have made my life what it is at jingle ball, then throwing the most aggressive holiday party known to womankind... I just.. seriously feel so lucky for you all and will spend forever trying to find ways to say thank you. *cries in Christmas tree* "
17264,img/insta17264,Happy birthday but make it santa 🎅 
17265,img/insta17265,Fur real guys this was my cake 🎂 
17266,img/insta17266,WHO’S GONNA TELL HER SHE’S THIRTAY NOW 🧁 
17267,img/insta17267,"When you’re pretttttty sure that if you were a man, you’d be the man 💅 "
17268,img/insta17268,If it don’t fits I still sits - small wooden box edition 💋 
17269,img/insta17269,HEY THANKS BILLBOARD 🙏 it was a whole entire party chatting with and killed it with these photos!! Thank you so much for this honor. 😸 
17270,img/insta17270,"Throwback to my first day on the set of Basically, Bombalurina is one of those really mischievous cats you see in internet videos who has figured out how to open human doors 🚪 "
17271,img/insta17271,"I woke up today to the news that Beautiful Ghosts is nominated for a Golden Globe - it’s so cool that one of the most fun, fulfilling creative experiences I’ve ever had is being honored in this way by the HFPA. I ended up spending many days on set watching the other performers do their scenes. Watching the character Victoria, played by inspired me so much and Beautiful Ghosts was the result. Congrats to my co-writer and buddy 4 life Andrew Lloyd Webber. This is just purrfect. 😸 "
17272,img/insta17272,Here we are on said Xmas tree farm. And I just want to say that my parents are the real 90’s fashion icons. I have spoken. 
17273,img/insta17273,"I actually did grow up on a Christmas tree farm. In a gingerbread house, deep within the yummy gummy gumdrop forest. Where, funnily enough, this song is their national anthem. song and video out now 🎄 "
17274,img/insta17274,Sock Appreciation Post 🧦 
17275,img/insta17275,This is the one face I made that day 
17276,img/insta17276,Bored girl at the holiday party. 
17277,img/insta17277,"HEY It’s always a dreamscape of creativity and hilarity working with Edward - but putting him together with Pat = the funniest wildest shoot I’ve ever been on 😹 Love this team, so grateful for everyone involved and "
17278,img/insta17278,I was up there because of you and I know that every minute of every day ❤️ photo by 📸 
17279,img/insta17279,✅💚✳️ 
17280,img/insta17280,Hi guys have I told you lately that I LOVE YOU 📸 
17281,img/insta17281,We made real life versions of the snow globe from the Lover video because of course we did. 
17282,img/insta17282,According to my jet lag it is one hundred o clock celsius. 
17283,img/insta17283,Dressing room is lit 
17284,img/insta17284,"If it don’t fits, I still sits. "
17285,img/insta17285,🍬💕pretty city 🍭🌸 
17286,img/insta17286,Earring said SMILE but I stay smirking. 😏 
17287,img/insta17287,Ya could I get these to go? 
17288,img/insta17288,💗 Tokyo is for Lovers 💗 📷: Kayoko Yamamoto 
17289,img/insta17289,S/O to all the moms whose adult daughters ask them to take a pic in a hotel hallway bc they’re feeling their outfit - you’re the real mvps 🏅 
17290,img/insta17290,Have arrived in the land of cat cafes and eternal cuteness TOKYO HI 💕🌸🍭🍬🎆 I’m off to stare into pastel aquariums and hug all the people CAN’T WAIT TO SEE YOU GUYS LATER! 
17291,img/insta17291,"Hug your cat today. Or don’t, if your cat hates hugs. But anyway. Happy from me, Olivia, Meredith, and Benjamin. 😸😸😸👱🏻‍♀️ "
17292,img/insta17292,"I said in an interview 13 years ago ""I'm just hoping that I have a second album that does as well as the first and someday get to be a headliner, and always be the same person that I started out as.” Scrolling through your posts today has me feeling all the feelings & I want to thank you. Because of you, there was a 2nd 3rd 4th 5th 6th and 7th album. You guys made me into a headliner because you wanted to see me play. And your support all these years is what’s helped me stay true to that kid I was when I started out. "
17293,img/insta17293,"Tiny desk, BIG mood. Thank you for that awesome experience, I can’t wait to relive it when comes out! 📷: "
17294,img/insta17294,💛💚💜💗💜💚💛 
17295,img/insta17295,"Had the best time playing Lover on SNL exactly the way I wrote it, on piano in a quiet moment. And a huge thank you to Lenny Pickett for playing with us on False God🎷!! Phoebe was excellent as host and one of my favorite photographers, is always so awesome to work with. Make sure to watch Camila next week!! "
17296,img/insta17296,Threw out our cloaks and our daggers because it’s morning now.. 💜 
17297,img/insta17297,I once believed love would be burning red ♥️ 
17298,img/insta17298,"It’s blue, the feeling I got 💙 "
17299,img/insta17299,"It’s golden, like daylight 💛 "
17300,img/insta17300,"I hadn’t done a Rolling Stone cover in 5 years, and hadn’t seen since I got in 2 car crashes while driving him around during our interview in 2012. 🤦‍♀️ There were no cars driven this time, but we had a lot to catch up on. Thank you and Brian for everything you did to make this cover happen. And for taking these photos, absolutely loved working with you! "
17301,img/insta17301,"For me, the Lover album is open fields and sunsets and SUMMER. I want to celebrate the album and perform it live with you in a way that feels authentic to the music. I want to go to some places I haven’t been, and play festivals for the first time in ages...and where we didn’t have festivals, we made some. Introducing, Lover Fest East and West. Details and additional dates coming soon! TaylorSwift.com "
17302,img/insta17302,"Got to play some new songs from Lover acoustic tonight, this was such an awesome way to celebrate this album finally being out in the world 🥰 📷: "
17303,img/insta17303,Tonight in Paris!!! Thank you to everyone who flew from all over the world to be at the City of Lover Concert! 💗💗💗 📷: 
17304,img/insta17304,Like a Tennessee Stella McCartney 💘 The full line is available until midnight eastern tonight! 
17305,img/insta17305,Thank you 💕💕💕💕💕💕💕💕💕💕💕💕💕 
17306,img/insta17306,Thank you 💘💘💘💘💘💘💘💘💘💘💘💘💘 
17307,img/insta17307,Thank you 💗💗💗💗💗💗💗💗💗💗💗💗💗 
17308,img/insta17308,"There’s a dazzling haze, a mysterious way about you dear... 📷: "
17309,img/insta17309,"Thank you to the fans who voted, our excellent cast, , and everyone who worked so hard on the You Need to Calm Down video. Video of the Year 🤯 I MEAN JUST WOW GUYS YOU DID THAT HUH 🙏🙏🎉 📷: // "
17310,img/insta17310,Had to go see the mural in person and it turns out she’s GLORIOUS. Thank you it’s been an honor revealing new lyrics with you all week 🥰 📷: 
17311,img/insta17311,"And I snuck in through the garden gate, every night that summer just to seal my fate // Stream Lover on "
17312,img/insta17312,"This album is very much a celebration of love, in all its complexity, coziness, and chaos. It’s the first album of mine that I’ve ever owned, and I couldn’t be more proud. I’m so excited that Lover is out NOW. "
17313,img/insta17313,"And so it goes, you two are dancing in a snow globe round and round... The Lover music video is out now! "
17314,img/insta17314,A fun thing is happening! Learn how to remix You Need to Calm Down in select Apple Stores at the Music Lab. 🎶 apple.com/today 
17315,img/insta17315,is coming soon 💘 It’s been SO much fun to work/dream up cute stuff with my friend to create a line inspired by my new album Lover. Can’t wait to show you what we've been working on and tell you more about the pop up shop at the Live event this Thursday at 5p ET! Sign up to receive more info at TaylorSwift.com and StellaMcCartney.com 
17316,img/insta17316,Okay NOW there are five holes in the fence 😬😺💋 
17317,img/insta17317,"Lover 💕 Friday, August 23. Pre-add, pre-save, pre-order at the link in my bio. "
17318,img/insta17318,"Lover 💕 Friday, August 23. Pre-add, pre-save, pre-order at the link in my bio. "
17319,img/insta17319,"Lover 💕 Friday, August 23. Pre-add, pre-save, pre-order at the link in my bio. "
17320,img/insta17320,There’s a dazzling haze... 
17321,img/insta17321,💗💗💗💗💗💗💗💗💗💗 
17322,img/insta17322,The thirteens really jumped out. 📸 
17323,img/insta17323,Threw a party to celebrate with the people who made the ME! & YNTCD videos with me- and we had so much fun that ‘Drunk Taylor’ is trending on Twitter. CHEERS. 😆🍾👍👏 
17324,img/insta17324,🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴 
17325,img/insta17325,Can’t stop won’t stop twinning with Paddington. 🐻 
17326,img/insta17326,I’d be a fearless leader. I’d be an alpha type. 
17327,img/insta17327,💘 
17328,img/insta17328,"Wanted to thank for writing such a thoughtful piece and for diving into my pastel cryptic world of hints, Easter eggs, and numerology. We also talked about sexism, equality, and all things Lover. I ate an entire cheese plate by myself. On stands soon-ish. "
17329,img/insta17329,"My heart’s been borrowed and yours has been blue. All’s well that ends well, to end up with you. 💙 "
17330,img/insta17330,"WELL SO THIS IS A THING THAT’S HAPPENING. September issue of and I’m so so so grateful to Anna, and basically anyone who was like ‘yeah she can be on the Sept issue cover’. What an amazing experience shooting with "
17331,img/insta17331,💕 
17332,img/insta17332,💕 
17333,img/insta17333,💕 
17334,img/insta17334,What if I’m alright right here? 
17335,img/insta17335,I’ve been the archer I’ve been the prey Who could ever leave me darling... But who could stay? 
17336,img/insta17336,Cat lady thirst trap 
17337,img/insta17337,"This night is ✨sparkling✨ Thank you for having me and the incredible and Thank you so much for watching it online or being there, I love you guys more than words can say, but I’ll always try. First photo taken by the lovely 💕 second one by / Getty Images 😃 "
17338,img/insta17338,✌️Friday calmness✌️ 
17339,img/insta17339,Some of us had champagne on set and it shows 🥂 
17340,img/insta17340,"Just like my life, this video was co-executive produced by 😸 "
17341,img/insta17341,A happy meal 🍔 🍟 💗 
17342,img/insta17342,Tea time! Monday morning! 💕 
17343,img/insta17343,We all got crowns 👑 💕 
17344,img/insta17344,Can you just not step on our gowns? 💃 
17345,img/insta17345,A delicious new video comes out Monday morning...💗🎂💗 
17346,img/insta17346,Gxgjxkhdkdkydkhdkhfjvjfj 
17347,img/insta17347,There were five posts in the fence. 
17348,img/insta17348,"Lover, album out August 23. Cover shot by the artistic genius that is 💗 Pre-add, pre-save, pre-order (all the pre stuff you feel like doing) Can’t wait for you to hear this. "
17349,img/insta17349,💗 📸: // 
17350,img/insta17350,🌈Like a rainbow with all of the colors🌈 Thank you to everyone who came to That was FUN 🥳 Ps a huge thank you to for surprising the crowd!! 📸: 
17351,img/insta17351,"🌈HAPPY PRIDE MONTH!!!🌈 While we have so much to celebrate, we also have a great distance to go before everyone in this country is truly treated equally. In excellent recent news, the House has passed the Equality Act, which would protect LGBTQ people from discrimination in their places of work, homes, schools, and other public accommodations. The next step is that the bill will go before the Senate. I’ve decided to kick off Pride Month by writing a letter to one of my senators to explain how strongly I feel that the Equality Act should be passed. I urge you to write to your senators too. I’ll be looking for your letters by searching the hashtag While there’s no information yet as to when the Equality Act will go before the Senate for a vote, we do know this: Politicians need votes to stay in office. Votes come from the people. Pressure from massive amounts of people is a major way to push politicians towards positive change. That’s why I’ve created a petition at change.org to urge the Senate to support the Equality Act. Our country’s lack of protection for its own citizens ensures that LGBTQ people must live in fear that their lives could be turned upside down by an employer or landlord who is homophobic or transphobic. The fact that, legally, some people are completely at the mercy of the hatred and bigotry of others is disgusting and unacceptable. Let’s show our pride by demanding that, on a national level, our laws truly treat all of our citizens equally. 🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈 Click the link in my bio to sign the petition for Senate support of the Equality Act. "
17352,img/insta17352,😻 
17353,img/insta17353,🧡 au revoir 🧡 
17354,img/insta17354,"Thank you for having me and the band!! It airs tonight. Feeling pretty lucky that I got to be a guest on the same night as Michael Fassbender, and They were all so sweet, now I want to just walk around yelling GO SEE DARK PHOENIX. 📸: So Television / BBC "
17355,img/insta17355,Had the best time performing with on finale - thank you to the fans there for being so welcoming! And a huge congratulations to Meeting you made my day 🥰 📸: Trae Patton / NBC 
17356,img/insta17356,I know I never think before I jump... 
17357,img/insta17357,"Thank you for such a wonderful experience - I loved getting to shoot with and talk with (yep I said it, I did an actual interview with a human journalist!! 🎉) Wanted to rep as many things/people I love on the jacket 💗 and more in the interview. Hair by -Make up by and styling by "
17358,img/insta17358,THIS WAS THE MAXIMUM AMOUNT OF FUN POSSIBLE. And for the first time ever I’m releasing the live rehearsal audio from this performance on vinyl and CD from on my site. Thank you to every performer up there with us tonight!!! 💗💗💗💗💗 📸: 
17359,img/insta17359,I’m trying to give them a normal upbringing but when the little ones and I ran into the flawless on the way to red carpet we STRAIGHT UP had to get a pic. 
17360,img/insta17360,"Because of you guys, this video broke the record and WE ARE NOT CALM. "
17361,img/insta17361,💕💗 A huge thank you to the incredible dancers for making the video so magical and for keeping the secret for so long!!💕💗 
17362,img/insta17362,This is Benjamin Button. He’s a good boy. 
17363,img/insta17363,And then there were three… 
17364,img/insta17364,ME! Out now! Made this song with and and I co-directed the video. And everyone knows you can’t spell awesome without DAVEBRENDONJOEL. Oh wait... 
17365,img/insta17365,"WELL GUYS 4.26 is gonna be here in a few hours and my new song “ME!” featuring the extraordinarily talented and awesome of will be out tonight at midnight eastern. In other exciting news, the VIDEO will be out then too and I can’t wait to watch live with you (and answer some questions) as it premieres on 🎥Click the link in my bio and I’ll meet you there a little later!! 😺 "
17366,img/insta17366,🦋 
17367,img/insta17367,ME! by the one and only 💗💗💗💗💗💗💗💗💗💗💗💗💗 
17368,img/insta17368,"So... helped me pull off the best surprise clue reveal today in Nashville!! Thank you to everyone who showed up, I’ve never been more proud of your FBI level detective skills. Next clue: I’ll be joining the magnificent for a chat tonight on ABC live from Nashville 💕💕💕💕💕💕💕 "
